city,stars
Sainte-Anne-De-Bellevue,3.1296296296296298
Montreal-West,3.129032258064516
SW Calgary,3.125
Holland Landing,3.1176470588235294
Belleville,3.1155555555555554
Midnapore,3.108108108108108
Saint-Bernard-de-Lacolle,3.108108108108108
Maple Heights,3.1056105610561056
Indian land,3.1052631578947367
Milton,3.1025641025641026
Richmond Hil,3.102272727272727
East Liberty,3.1
LaGrange,3.1
Cote-Saint-Luc,3.090909090909091
Schottsdale,3.0833333333333335
Halton Hills,3.076923076923077
Oakland,3.0729166666666665
Chestermere,3.067073170731707
Shorewood Hills,3.066666666666667
C Las Vegas,3.0652173913043477
Broadview Hts,3.0588235294117645
Pointe Claire,3.0588235294117645
Mc Murray,3.0575539568345325
Copley,3.055944055944056
Oshawa,3.0555555555555554
Fort  Mill,3.0327868852459017
Rocky View County,3.0317460317460316
St-Jerome,3.0294117647058822
Munhall,3.0254957507082154
Fort McDowell,3.013888888888889
Dorval,3.004765146358067
Centennial Hills,3.0
Chomedey, Laval,3.0
East Gwilimbury,3.0
Hyland Heights,3.0
Joliet,3.0
Medicine Hat,3.0
Monterey Park,3.0
Montrèal,3.0
Moon Twp.,3.0
New Tecumseth,3.0
North york,3.0
Paw Creek,3.0
Phoeniix,3.0
Pine,3.0
Rock Hill SC,3.0
Saint-Bernard de Lacolle,3.0
Scarbrough,3.0
Shaler,3.0
St-Clet,3.0
Stetson Valley,3.0
Suprise,3.0
Varennes,3.0
Vaughan Mills,3.0
Warrendale,3.0
Warrensville,3.0
West Lake,3.0
Westworld Scottsdale,3.0
Tarentum,2.9779735682819384
Concord Township,2.9615384615384617
Higley,2.9547738693467336
North Huntington,2.9545454545454546
East Cleveland,2.9473684210526314
Crafton,2.946078431372549
Olmsted Township,2.9444444444444446
Troy Township,2.9444444444444446
Erie,2.92
North Hills,2.911764705882353
Clarkson,2.909090909090909
Streetsville,2.9
Tolono,2.888888888888889
Medina Township,2.8867924528301887
Balzac,2.8846153846153846
Montéal,2.875
Pointe-Calumet,2.875
Oberlin,2.870967741935484
W Spring Valley,2.8684210526315788
Mattews,2.857142857142857
moon,2.85
Mayfield,2.8407960199004973
MONROEVILLE,2.8181818181818183
Ville Saint Laurent,2.8181818181818183
Mentor-On-The-Lake,2.8
Northyork,2.8
S Concord,2.8
Thorncliffe Park,2.7857142857142856
North Toronto,2.78125
Central Henderson,2.7804878048780486
East Ajax,2.7777777777777777
Cross Plains,2.7712082262210798
Northwest Calgary,2.769230769230769
Garfield Hts,2.75
La Vegas,2.75
Sainte-Marguerite-Esterel,2.75
Roxboro,2.7333333333333334
Concord Mills,2.7228464419475658
Shaker Hts,2.7222222222222223
Enterprise,2.7198697068403908
Buena Vista,2.7142857142857144
North Olmstead,2.7142857142857144
Antioch,2.6923076923076925
Duquesne,2.6923076923076925
Middleburg Hts.,2.6923076923076925
Bond Head,2.6666666666666665
Lavaltrie,2.6666666666666665
Le Haut-Saint-Laurent Regional County Municipality,2.6666666666666665
Lodi,2.6666666666666665
Queensville,2.6666666666666665
Red Mountain,2.6666666666666665
Weston,2.6666666666666665
N W Las Vegas,2.6578947368421053
Cote Saint-Luc,2.652173913043478
Division No. 6,2.642857142857143
North Strabane Township,2.642857142857143
East Calgary,2.6363636363636362
Etibicoke,2.6184210526315788
Tornto,2.606451612903226
RIchmond Hill,2.6037735849056602
W Henderson,2.6037735849056602
East Credit,2.6
Mc Adenville,2.6
Notre-Dame-De-L'ile-Perrot,2.6
Rankin,2.6
University,2.6
Pittsburgh ,2.5833333333333335
Durham Regional Municipality,2.5714285714285716
Strongville,2.5714285714285716
Willowdale,2.5625
Oakwood,2.5555555555555554
Waterloo,2.5365853658536586
Deforest,2.5254237288135593
Auburn Twp,2.5
De Winton,2.5
Dewey,2.5
Highland Hts,2.5
McKnight,2.5
Mt. Holly,2.5
Sainte-Dorothée,2.5
THORNHILL,2.5
Ft. Mill,2.4942528735632186
Henderson (Green Valley),2.4878048780487805
Hampstead,2.4444444444444446
Sainte-Therese,2.4444444444444446
Norval,2.4285714285714284
Forest Hills,2.4166666666666665
N Ridgeville,2.4096385542168677
Agincourt,2.4
Lufkin,2.4
Malton,2.4
Sage Hill,2.4
University Hts ,2.388888888888889
Alberta,2.375
Bainbridge Township,2.3703703703703702
Québec,2.3636363636363638
,2.3333333333333335
Citibank,2.3333333333333335
Columbia Sta,2.3333333333333335
Manchester,2.3333333333333335
Montreal-Quest,2.3333333333333335
Puyallup,2.3333333333333335
Richmond Height,2.3333333333333335
Rockyview County,2.3333333333333335
Sun Praiie,2.3333333333333335
Uptown,2.3333333333333335
Warrenville,2.3333333333333335
N. Las Vegas,2.332129963898917
NORTH YORK,2.2857142857142856
St.Pittsburgh,2.2857142857142856
TORONTO,2.2777777777777777
Rockyview,2.272727272727273
Draper,2.25
MATTHEWS,2.25
Mississagua,2.25
Whiitby,2.2222222222222223
Champlain,2.217948717948718
North  York,2.2
Cleveland Heigh,2.176470588235294
AGINCOURT,2.142857142857143
Decatur,2.142857142857143
Mount Oliver,2.142857142857143
Cooksville,2.1333333333333333
Las Vegas ,2.097560975609756
Central,2.08
Highland Park,2.0
Middleburg,2.0
Midway,2.0
Phoenix Valley,2.0
Pittsburch,2.0
Tampa,2.0
Yorkdale,2.0
Sunrise,1.9523809523809523
Highland Hills,1.875
Omaha,1.875
Lake Las Vegas,1.8
Mt Holly,1.8
N. Ridgeville,1.7777777777777777
Dublin,1.75
Wilkens Township,1.75
Spartanburg,1.7142857142857142
Schaumburg,1.6862745098039216
Ange-Gardien,1.6666666666666667
Kettleby,1.6666666666666667
San Tan,1.6666666666666667
markham,1.6666666666666667
Cranberry Twp,1.6428571428571428
Etobicoke,,1.5
Phoenix ,1.5
De l'Eglise,1.4
Edmonton,1.3636363636363635
San Diego,1.3513513513513513
Cleveland Hts.,1.3333333333333333
etobicoke,1.3333333333333333
Canonsburd,1.3
Markham, ON,1.2857142857142858
Charlotte ,1.2037037037037037
Lake Norman,1.0769230769230769
Burlington,1.0
Darlington,1.0
Las Vegas Nevada,1.0
Los Vegas,1.0
Maricopa,1.0
Milford,1.0
NEWMARKET,1.0
Sacramento,1.0
Snowflake,1.0
St. Leonard,1.0
Toronto-Etobicoke,1.0
Toronto-North York,1.0
